Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1	
UV		Cond		Conc B		Injection		Run Log		Fraction		UV_CUT_TEMP@100,BASEM	
ml	mAU	ml	mS/cm	ml	%	ml	Injection	ml	Logbook	ml	Fraction	ml	mAU
18.113647	3.849406											18.113647	3.546374
18.114227	3.849159											18.114227	3.546382
18.114809	3.849378											18.114809	3.546391
18.115389	3.849111											18.115389	3.546399
18.115969	3.847916											18.115969	3.546407
18.11655	3.847145											18.11655	3.546416
18.11713	3.846185											18.11713	3.546424
18.11771	3.845987											18.11771	3.546432
18.11829	3.845306											18.11829	3.546441
18.118872	3.844956											18.118872	3.546441
18.119452	3.844748											18.119452	3.546441
18.120031	3.843738											18.120031	3.546441
18.120611	3.84377											18.120611	3.546441
18.121193	3.842728											18.121193	3.546441
18.121773	3.842019											18.121773	3.546441
18.122353	3.84059											18.122353	3.546441
18.122932	3.839399											18.122932	3.546441
18.123514	3.840289											18.123514	3.546441
18.124094	3.839815											18.124094	3.546441
18.124674	3.839394											18.124674	3.546441
18.125256	3.8395											18.125256	3.546441
18.125835	3.838748											18.125835	3.546441
18.126415	3.837577											18.126415	3.546441
18.126995	3.837357											18.126995	3.546441
18.127577	3.836577											18.127577	3.546441
18.128157	3.835982											18.128157	3.546441
18.128736	3.835694											18.128736	3.546441
18.129316	3.834977											18.129316	3.546441
18.129898	3.83355											18.129898	3.546441
18.130478	3.83174											18.130478	3.546449
18.131058	3.831835											18.131058	3.546457
18.131638	3.831834											18.131638	3.546465
18.132219	3.831666											18.132219	3.546473
18.132799	3.831017											18.132799	3.546481
18.133379	3.830654											18.133379	3.546489
18.133961	3.830033											18.133961	3.546497
18.134541	3.829548											18.134541	3.546505
18.13512	3.829555											18.13512	3.546514
18.1357	3.829421											18.1357	3.546522
18.136282	3.829044											18.136282	3.546522
18.136862	3.829439											18.136862	3.546522
18.137442	3.828684											18.137442	3.546522
18.138021	3.827331											18.138021	3.546522
18.138603	3.82742											18.138603	3.546522
18.139183	3.826868											18.139183	3.546522
18.139763	3.826954											18.139763	3.546522
18.140343	3.8267											18.140343	3.546522
18.140924	3.82643											18.140924	3.546522
18.141504	3.826458											18.141504	3.546522
18.142084	3.825023											18.142084	3.546522
18.142666	3.823826											18.142666	3.546522
18.143246	3.823124											18.143246	3.546522
18.143826	3.82205											18.143826	3.546522
18.144405	3.821337											18.144405	3.546522
18.144987	3.821569											18.144987	3.546522
18.145567	3.820952											18.145567	3.546522
18.146147	3.820135											18.146147	3.546522
18.146727	3.819633											18.146727	3.546522
18.147308	3.818593											18.147308	3.546522
18.147888	3.817905											18.147888	3.54653
18.148468	3.817158											18.148468	3.546537
18.149048	3.817116											18.149048	3.546546
18.14963	3.816482											18.14963	3.546553
18.150209	3.815352											18.150209	3.546561
18.150789	3.81469											18.150789	3.546569
18.151371	3.814644											18.151371	3.546577
18.151951	3.814623											18.151951	3.546585
18.152531	3.814161											18.152531	3.546593
18.153111	3.813817											18.153111	3.546601
18.153692	3.812944											18.153692	3.546601
18.154272	3.812442											18.154272	3.546601
18.154852	3.812122											18.154852	3.546601
18.155432	3.811959											18.155432	3.546601
18.156013	3.811487											18.156013	3.546601
18.156593	3.810792											18.156593	3.546601
18.157173	3.810272											18.157173	3.546601
18.157753	3.808913											18.157753	3.546601
18.158335	3.808098											18.158335	3.546601
18.158915	3.808581											18.158915	3.546601
18.159494	3.809171											18.159494	3.546601
18.160076	3.808546											18.160076	3.546601
18.160656	3.807155											18.160656	3.546601
18.161236	3.806278											18.161236	3.546601
18.161816	3.805381											18.161816	3.546601
18.162397	3.804812											18.162397	3.546601
18.162977	3.804351											18.162977	3.546601
18.163557	3.803799											18.163557	3.546601
18.164137	3.803285											18.164137	3.546601
18.164719	3.802682											18.164719	3.546601
18.165298	3.80269											18.165298	3.546608
18.165878	3.802279											18.165878	3.546616
18.166458	3.801933											18.166458	3.546624
18.16704	3.801716											18.16704	3.546632
18.16762	3.800902											18.16762	3.546639
18.1682	3.79987											18.1682	3.546647
18.168781	3.799102											18.168781	3.546655
18.169361	3.798624											18.169361	3.546663
18.169941	3.79858											18.169941	3.54667
18.170521	3.79822											18.170521	3.546678
18.171103	3.798549											18.171103	3.546678
18.171682	3.798896											18.171682	3.546678
18.172262	3.798255											18.172262	3.546678
18.172842	3.797806											18.172842	3.546678
18.173424	3.797251											18.173424	3.546678
18.174004	3.796185											18.174004	3.546678
18.174583	3.796105											18.174583	3.546678
18.175163	3.795414											18.175163	3.546678
18.175745	3.794251											18.175745	3.546678
18.176325	3.793817											18.176325	3.546678
18.176905	3.793319											18.176905	3.546678
18.177486	3.792833											18.177486	3.546678
18.178066	3.79215											18.178066	3.546678
18.178646	3.791214											18.178646	3.546678
18.179226	3.790503											18.179226	3.546678
18.179808	3.790067											18.179808	3.546678
18.180387	3.789385											18.180387	3.546678
18.180967	3.78893											18.180967	3.546678
18.181547	3.788502											18.181547	3.546678
18.182129	3.788174											18.182129	3.546678
18.182709	3.78822											18.182709	3.546686
18.183289	3.787682											18.183289	3.546693
18.183868	3.787102											18.183868	3.546701
18.18445	3.7862											18.18445	3.546709
18.18503	3.785345											18.18503	3.546716
18.18561	3.784973											18.18561	3.546724
18.186192	3.784237											18.186192	3.546731
18.186771	3.783759											18.186771	3.546739
18.187351	3.783196											18.187351	3.546746
18.187931	3.78214											18.187931	3.546754
18.188513	3.7815											18.188513	3.546754
18.189093	3.781237											18.189093	3.546754
18.189672	3.781085											18.189672	3.546754
18.190252	3.780394											18.190252	3.546754
18.190834	3.780259											18.190834	3.546754
18.191414	3.77997											18.191414	3.546754
18.191994	3.778574											18.191994	3.546754
18.192574	3.777689											18.192574	3.546754
18.193155	3.777167											18.193155	3.546754
18.193735	3.7762											18.193735	3.546754
18.194315	3.77515											18.194315	3.546754
18.194897	3.774359											18.194897	3.546754
18.195477	3.773948											18.195477	3.546754
18.196056	3.773564											18.196056	3.546754
18.196636	3.773329											18.196636	3.546754
18.197218	3.772881											18.197218	3.546754
18.197798	3.771724											18.197798	3.546754
18.198378	3.770923											18.198378	3.546754
18.198957	3.769856											18.198957	3.546754
18.199539	3.768915											18.199539	3.546754
18.200119	3.767989											18.200119	3.546761
18.200699	3.767034											18.200699	3.546769
18.201279	3.767079											18.201279	3.546776
18.20186	3.766993											18.20186	3.546783
18.20244	3.766439											18.20244	3.546791
18.20302	3.765795											18.20302	3.546798
18.203602	3.765483											18.203602	3.546805
18.204182	3.765979											18.204182	3.546813
18.204762	3.76582											18.204762	3.54682
18.205341	3.765496											18.205341	3.546828
18.205923	3.765407											18.205923	3.546828
18.206503	3.764767											18.206503	3.546828
18.207083	3.764365											18.207083	3.546828
18.207663	3.764375											18.207663	3.546828
18.208244	3.765337											18.208244	3.546828
18.208824	3.764627											18.208824	3.546828
18.209404	3.764023											18.209404	3.546828
18.209984	3.763598											18.209984	3.546828
18.210566	3.76312											18.210566	3.546828
18.211145	3.762271											18.211145	3.546828
18.211725	3.761225											18.211725	3.546835
18.212307	3.760537											18.212307	3.546842
18.212887	3.759577											18.212887	3.546849
18.213467	3.759444											18.213467	3.546856
18.214046	3.759722											18.214046	3.546864
18.214628	3.758965											18.214628	3.546871
18.215208	3.758966											18.215208	3.546878
18.215788	3.75868											18.215788	3.546885
18.216368	3.75893											18.216368	3.546892
18.216949	3.758236											18.216949	3.5469
18.217529	3.758205											18.217529	3.5469
18.218109	3.757908											18.218109	3.5469
18.218689	3.757627											18.218689	3.5469
18.219271	3.757189											18.219271	3.5469
18.219851	3.756908											18.219851	3.5469
18.22043	3.7561											18.22043	3.5469
18.221012	3.755885											18.221012	3.5469
18.221592	3.755734											18.221592	3.5469
18.222172	3.755943											18.222172	3.5469
18.222752	3.756229											18.222752	3.5469
18.223333	3.756498											18.223333	3.5469
18.223913	3.755916											18.223913	3.5469
18.224493	3.754485											18.224493	3.5469
18.225073	3.754645											18.225073	3.5469
18.225655	3.753413											18.225655	3.5469
18.226234	3.753885											18.226234	3.5469
18.226814	3.752636											18.226814	3.5469
18.227394	3.751792											18.227394	3.5469
18.227976	3.751451											18.227976	3.5469
18.228556	3.750539											18.228556	3.5469
18.229136	3.74993											18.229136	3.546907
18.229717	3.74922											18.229717	3.546914
18.230297	3.748176											18.230297	3.546921
18.230877	3.747861											18.230877	3.546928
18.231457	3.748214											18.231457	3.546935
18.232038	3.747703											18.232038	3.546942
18.232618	3.747369											18.232618	3.546949
18.233198	3.74635											18.233198	3.546956
18.233778	3.746153											18.233778	3.546963
18.23436	3.746											18.23436	3.54697
18.23494	3.746512											18.23494	3.54697
18.235519	3.745991											18.235519	3.54697
18.236099	3.745544											18.236099	3.54697
18.236681	3.744845											18.236681	3.54697
18.237261	3.743515											18.237261	3.54697
18.237841	3.743907											18.237841	3.54697
18.238422	3.744753											18.238422	3.54697
18.239002	3.743948											18.239002	3.54697
18.239582	3.743018											18.239582	3.54697
18.240162	3.74286											18.240162	3.54697
18.240744	3.742819											18.240744	3.54697
18.241323	3.741737											18.241323	3.54697
18.241903	3.741639											18.241903	3.54697
18.242483	3.741598											18.242483	3.54697
18.243065	3.741095											18.243065	3.54697
18.243645	3.74164											18.243645	3.54697
18.244225	3.740994											18.244225	3.54697
18.244804	3.740341											18.244804	3.54697
18.245386	3.739935											18.245386	3.54697
18.245966	3.740691											18.245966	3.54697
18.246546	3.739312											18.246546	3.546977
18.247128	3.738784											18.247128	3.546984
18.247707	3.738007											18.247707	3.546991
18.248287	3.737522											18.248287	3.546998
18.248867	3.736774											18.248867	3.547004
18.249449	3.73672											18.249449	3.547011
18.250029	3.736608											18.250029	3.547018
18.250608	3.735379											18.250608	3.547025
18.251188	3.734327											18.251188	3.547032
18.25177	3.733993											18.25177	3.547039
18.25235	3.733175											18.25235	3.547039
18.25293	3.732664											18.25293	3.547039
18.25351	3.732817											18.25351	3.547039
18.254091	3.732229											18.254091	3.547039
18.254671	3.731843											18.254671	3.547039
18.255251	3.731891											18.255251	3.547039
18.255833	3.732229											18.255833	3.547039
18.256413	3.732908											18.256413	3.547039
18.256992	3.733211											18.256992	3.547039
18.257572	3.732792											18.257572	3.547039
18.258154	3.732855											18.258154	3.547039
18.258734	3.73302											18.258734	3.547039
18.259314	3.732496											18.259314	3.547039
18.259893	3.731598											18.259893	3.547039
18.260475	3.730624											18.260475	3.547039
18.261055	3.73005											18.261055	3.547039
18.261635	3.72912											18.261635	3.547039
18.262215	3.728734											18.262215	3.547039
18.262796	3.728655											18.262796	3.547039
18.263376	3.727743											18.263376	3.547039
18.263956	3.726513											18.263956	3.547045
18.264538	3.726371											18.264538	3.547052
18.265118	3.726109											18.265118	3.547059
18.265697	3.725021											18.265697	3.547066
18.266277	3.724493											18.266277	3.547072
18.266859	3.7241											18.266859	3.547079
18.267439	3.722736											18.267439	3.547086
18.268019	3.721904											18.268019	3.547093
18.268599	3.722121											18.268599	3.547099
18.26918	3.721241											18.26918	3.547106
18.26976	3.720271											18.26976	3.547106
18.27034	3.71955											18.27034	3.547106
18.27092	3.718878											18.27092	3.547106
18.271502	3.718081											18.271502	3.547106
18.272081	3.717072											18.272081	3.547106
18.272661	3.716473											18.272661	3.547106
18.273243	3.716123											18.273243	3.547106
18.273823	3.71606											18.273823	3.547106
18.274403	3.715771											18.274403	3.547106
18.274982	3.715104											18.274982	3.547106
18.275564	3.714799											18.275564	3.547106
18.276144	3.714401											18.276144	3.547106
18.276724	3.714339											18.276724	3.547106
18.277304	3.715042											18.277304	3.547106
18.277885	3.715103											18.277885	3.547106
18.278465	3.714271											18.278465	3.547106
18.279045	3.713977											18.279045	3.547106
18.279625	3.714609											18.279625	3.547106
18.280207	3.714907											18.280207	3.547106
18.280787	3.714543											18.280787	3.547106
18.281366	3.714401											18.281366	3.547112
18.281948	3.713948											18.281948	3.547119
18.282528	3.713516											18.282528	3.547126
18.283108	3.713164											18.283108	3.547132
18.283688	3.712084											18.283688	3.547139
18.284269	3.711064											18.284269	3.547145
18.284849	3.710618											18.284849	3.547152
18.285429	3.710008											18.285429	3.547158
18.286009	3.709264											18.286009	3.547165
18.286591	3.709388											18.286591	3.547172
18.28717	3.709832											18.28717	3.547172
18.28775	3.709827											18.28775	3.547172
18.28833	3.709325											18.28833	3.547172
18.288912	3.708879											18.288912	3.547172
18.289492	3.708577											18.289492	3.547172
18.290071	3.708722											18.290071	3.547172
18.290653	3.709374											18.290653	3.547172
18.291233	3.709374											18.291233	3.547172
18.291813	3.709											18.291813	3.547172
18.292393	3.708626											18.292393	3.547172
18.292974	3.708146											18.292974	3.547178
18.293554	3.707361											18.293554	3.547184
18.294134	3.706722											18.294134	3.547191
18.294714	3.706624											18.294714	3.547197
18.295296	3.706801											18.295296	3.547204
18.295876	3.706924											18.295876	3.54721
18.296455	3.707345											18.296455	3.547216
18.297035	3.707119											18.297035	3.547223
18.297617	3.706682											18.297617	3.547229
18.298197	3.707333											18.298197	3.547236
18.298777	3.707301											18.298777	3.547236
18.299358	3.707705											18.299358	3.547236
18.299938	3.707203											18.299938	3.547236
18.300518	3.70684											18.300518	3.547236
18.301098	3.70699											18.301098	3.547236
18.30168	3.707156											18.30168	3.547236
18.302259	3.707114											18.302259	3.547236
18.302839	3.706347											18.302839	3.547236
18.303419	3.70515											18.303419	3.547236
18.304001	3.704735											18.304001	3.547236
18.304581	3.704313											18.304581	3.547236
18.305161	3.703559											18.305161	3.547236
18.30574	3.703211											18.30574	3.547236
18.306322	3.702339											18.306322	3.547236
18.306902	3.701756											18.306902	3.547236
18.307482	3.702174											18.307482	3.547236
18.308064	3.70204											18.308064	3.547236
18.308643	3.701832											18.308643	3.547236
18.309223	3.701535											18.309223	3.547236
18.309803	3.7011											18.309803	3.547236
18.310385	3.700802											18.310385	3.547242
18.310965	3.700919											18.310965	3.547248
18.311544	3.700042											18.311544	3.547255
18.312124	3.699811											18.312124	3.547261
18.312706	3.700532											18.312706	3.547267
18.313286	3.701212											18.313286	3.547273
18.313866	3.700763											18.313866	3.547279
18.314445	3.700614											18.314445	3.547286
18.315027	3.700978											18.315027	3.547292
18.315607	3.700754											18.315607	3.547298
18.316187	3.699245											18.316187	3.547298
18.316769	3.698727											18.316769	3.547298
18.317348	3.69936											18.317348	3.547298
18.317928	3.700019											18.317928	3.547298
18.318508	3.70004											18.318508	3.547298
18.31909	3.699039											18.31909	3.547298
18.31967	3.698439											18.31967	3.547298
18.32025	3.697697											18.32025	3.547298
18.320829	3.697252											18.320829	3.547298
18.321411	3.697331											18.321411	3.547298
18.321991	3.697395											18.321991	3.547298
18.322571	3.697158											18.322571	3.547298
18.323151	3.697342											18.323151	3.547298
18.323732	3.697242											18.323732	3.547298
18.324312	3.696333											18.324312	3.547298
18.324892	3.695699											18.324892	3.547298
18.325474	3.69528											18.325474	3.547298
18.326054	3.695301											18.326054	3.547298
18.326633	3.695257											18.326633	3.547298
18.327213	3.69463											18.327213	3.547298
18.327795	3.693857											18.327795	3.547304
18.328375	3.693658											18.328375	3.54731
18.328955	3.693962											18.328955	3.547317
18.329535	3.69382											18.329535	3.547323
18.330116	3.693295											18.330116	3.547329
18.330696	3.692469											18.330696	3.547335
18.331276	3.69205											18.331276	3.547341
18.331856	3.692909											18.331856	3.547347
18.332438	3.69306											18.332438	3.547353
18.333017	3.692633											18.333017	3.547359
18.333597	3.692506											18.333597	3.547359
18.334179	3.691999											18.334179	3.547359
18.334759	3.691005											18.334759	3.547359
18.335339	3.690322											18.335339	3.547359
18.335918	3.689829											18.335918	3.547359
18.3365	3.688585											18.3365	3.547359
18.33708	3.687571											18.33708	3.547359
18.33766	3.686439											18.33766	3.547359
18.33824	3.685544											18.33824	3.547359
18.338821	3.684783											18.338821	3.547359
18.339401	3.68408											18.339401	3.547365
18.339981	3.683592											18.339981	3.547371
18.340561	3.683554											18.340561	3.547377
18.341143	3.684042											18.341143	3.547383
18.341722	3.683783											18.341722	3.547389
18.342302	3.683233											18.342302	3.547395
18.342884	3.683579											18.342884	3.547401
18.343464	3.684137											18.343464	3.547407
18.344044	3.683288											18.344044	3.547413
18.344624	3.682949											18.344624	3.547419
18.345205	3.682595											18.345205	3.547419
18.345785	3.682641											18.345785	3.547419
18.346365	3.682566											18.346365	3.547419
18.346945	3.682199											18.346945	3.547419
18.347527	3.682303											18.347527	3.547419
18.348106	3.682246											18.348106	3.547419
18.348686	3.68141											18.348686	3.547419
18.349266	3.680243											18.349266	3.547419
18.349848	3.679521											18.349848	3.547419
18.350428	3.679316											18.350428	3.547419
18.351007	3.678981											18.351007	3.547419
18.351589	3.678392											18.351589	3.547419
18.352169	3.677593											18.352169	3.547419
18.352749	3.677674											18.352749	3.547419
18.353329	3.677698											18.353329	3.547419
18.35391	3.677571											18.35391	3.547419
18.35449	3.677125											18.35449	3.547419
18.35507	3.67661											18.35507	3.547419
18.35565	3.676014											18.35565	3.547419
18.356232	3.675205											18.356232	3.547419
18.356812	3.675035											18.356812	3.547425
18.357391	3.675048											18.357391	3.547431
18.357971	3.674806											18.357971	3.547437
18.358553	3.674797											18.358553	3.547442
18.359133	3.674702											18.359133	3.547448
18.359713	3.674781											18.359713	3.547454
18.360294	3.67502											18.360294	3.54746
18.360874	3.674357											18.360874	3.547466
18.361454	3.673713											18.361454	3.547472
18.362034	3.673457											18.362034	3.547477
18.362616	3.673626											18.362616	3.547477
18.363195	3.673746											18.363195	3.547477
18.363775	3.673871											18.363775	3.547477
18.364355	3.674381											18.364355	3.547477
18.364937	3.674186											18.364937	3.547477
18.365517	3.673841											18.365517	3.547477
18.366096	3.674513											18.366096	3.547477
18.366676	3.675036											18.366676	3.547477
18.367258	3.674947											18.367258	3.547477
18.367838	3.674556											18.367838	3.547477
18.368418	3.674445											18.368418	3.547483
18.368999	3.674283											18.368999	3.547489
18.369579	3.673673											18.369579	3.547495
18.370159	3.672933											18.370159	3.5475
18.370739	3.671446											18.370739	3.547506
18.371321	3.671101											18.371321	3.547512
18.371901	3.670523											18.371901	3.547517
18.37248	3.669258											18.37248	3.547523
18.37306	3.668089											18.37306	3.547529
18.373642	3.667617											18.373642	3.547534
18.374222	3.66715											18.374222	3.547534
18.374802	3.667733											18.374802	3.547534
18.375381	3.667095											18.375381	3.547534
18.375963	3.666698											18.375963	3.547534
18.376543	3.666102											18.376543	3.547534
18.377123	3.665568											18.377123	3.547534
18.377705	3.665614											18.377705	3.547534
18.378284	3.666105											18.378284	3.547534
18.378864	3.666735											18.378864	3.547534
18.379444	3.666613											18.379444	3.547534
18.380026	3.666651											18.380026	3.547534
18.380606	3.665894											18.380606	3.547534
18.381186	3.665509											18.381186	3.547534
18.381765	3.664742											18.381765	3.547534
18.382347	3.663974											18.382347	3.547534
18.382927	3.66347											18.382927	3.547534
18.383507	3.662712											18.383507	3.547534
18.384087	3.662853											18.384087	3.547534
18.384668	3.662684											18.384668	3.547534
18.385248	3.662765											18.385248	3.547534
18.385828	3.663237											18.385828	3.54754
18.38641	3.663659											18.38641	3.547546
18.38699	3.663895											18.38699	3.547551
18.387569	3.6638											18.387569	3.547557
18.388149	3.663906											18.388149	3.547562
18.388731	3.663217											18.388731	3.547568
18.389311	3.662652											18.389311	3.547573
18.389891	3.662496											18.389891	3.547579
18.390471	3.662311											18.390471	3.547585
18.391052	3.66215											18.391052	3.54759
18.391632	3.661462											18.391632	3.54759
18.392212	3.661025											18.392212	3.54759
18.392792	3.660535											18.392792	3.54759
18.393373	3.659753											18.393373	3.54759
18.393953	3.659746											18.393953	3.54759
18.394533	3.659019											18.394533	3.54759
18.395115	3.65811											18.395115	3.54759
18.395695	3.658199											18.395695	3.54759
18.396275	3.658449											18.396275	3.54759
18.396854	3.658315											18.396854	3.54759
18.397436	3.658174											18.397436	3.547596
18.398016	3.657646											18.398016	3.547601
18.398596	3.65668											18.398596	3.547606
18.399176	3.655901											18.399176	3.547612
18.399757	3.655435											18.399757	3.547617
18.400337	3.65439											18.400337	3.547623
18.400917	3.654786											18.400917	3.547628
18.401497	3.655664											18.401497	3.547633
18.402079	3.656215											18.402079	3.547639
18.402658	3.656255											18.402658	3.547644
18.403238	3.655867											18.403238	3.547644
18.40382	3.654995											18.40382	3.547644
18.4044	3.654215											18.4044	3.547644
18.40498	3.653951											18.40498	3.547644
18.40556	3.654331											18.40556	3.547644
18.406141	3.654432											18.406141	3.547644
18.406721	3.653901											18.406721	3.547644
18.407301	3.653471											18.407301	3.547644
18.407881	3.65331											18.407881	3.547644
18.408463	3.652844											18.408463	3.547644
18.409042	3.652821											18.409042	3.547644
18.409622	3.654019											18.409622	3.547644
18.410202	3.654323											18.410202	3.547644
18.410784	3.655132											18.410784	3.547644
18.411364	3.655887											18.411364	3.547644
18.411943	3.655974											18.411943	3.547644
18.412523	3.656231											18.412523	3.547644
18.413105	3.65606											18.413105	3.547644
18.413685	3.655296											18.413685	3.547644
18.414265	3.654814											18.414265	3.547644
18.414846	3.653902											18.414846	3.54765
18.415426	3.652439											18.415426	3.547655
18.416006	3.651538											18.416006	3.54766
18.416586	3.650976											18.416586	3.547666
18.417168	3.650282											18.417168	3.547671
18.417747	3.649748											18.417747	3.547676
18.418327	3.648811											18.418327	3.547682
18.418907	3.64803											18.418907	3.547687
18.419489	3.647239											18.419489	3.547692
18.420069	3.646237											18.420069	3.547698
18.420649	3.64547											18.420649	3.547698
18.421228	3.645596											18.421228	3.547698
18.42181	3.646327											18.42181	3.547698
18.42239	3.646483											18.42239	3.547698
18.42297	3.646422											18.42297	3.547698
18.423552	3.646835											18.423552	3.547698
18.424131	3.6471											18.424131	3.547698
18.424711	3.64644											18.424711	3.547698
18.425291	3.645797											18.425291	3.547698
18.425873	3.645619											18.425873	3.547698
18.426453	3.645503											18.426453	3.547703
18.427032	3.645913											18.427032	3.547708
18.427612	3.646662											18.427612	3.547713
18.428194	3.647751											18.428194	3.547718
18.428774	3.648857											18.428774	3.547723
18.429354	3.648756											18.429354	3.547729
18.429934	3.647808											18.429934	3.547734
18.430515	3.64704											18.430515	3.547739
18.431095	3.646393											18.431095	3.547744
18.431675	3.646201											18.431675	3.547749
18.432257	3.646102											18.432257	3.547749
18.432837	3.645603											18.432837	3.547749
18.433416	3.644962											18.433416	3.547749
18.433996	3.644534											18.433996	3.547749
18.434578	3.643596											18.434578	3.547749
18.435158	3.643117											18.435158	3.547749
18.435738	3.643521											18.435738	3.547749
18.436317	3.642827											18.436317	3.547749
18.436899	3.642356											18.436899	3.547749
18.437479	3.641766											18.437479	3.547749
18.438059	3.64081											18.438059	3.547749
18.438639	3.640409											18.438639	3.547749
18.43922	3.639518											18.43922	3.547749
18.4398	3.638559											18.4398	3.547749
18.44038	3.637646											18.44038	3.547749
18.440962	3.637522											18.440962	3.547749
18.441542	3.636981											18.441542	3.547749
18.442122	3.636767											18.442122	3.547749
18.442701	3.637148											18.442701	3.547749
18.443283	3.637246											18.443283	3.547749
18.443863	3.636965											18.443863	3.547754
18.444443	3.636497											18.444443	3.54776
18.445023	3.636177											18.445023	3.547765
18.445604	3.636148											18.445604	3.54777
18.446184	3.636391											18.446184	3.547775
18.446764	3.637056											18.446764	3.54778
18.447344	3.637814											18.447344	3.547785
18.447926	3.637569											18.447926	3.54779
18.448505	3.637321											18.448505	3.547795
18.449085	3.638063											18.449085	3.5478
18.449667	3.638127											18.449667	3.5478
18.450247	3.637862											18.450247	3.5478
18.450827	3.637125											18.450827	3.5478
18.451406	3.636016											18.451406	3.5478
18.451988	3.63527											18.451988	3.5478
18.452568	3.63434											18.452568	3.5478
18.453148	3.633615											18.453148	3.5478
18.453728	3.633246											18.453728	3.5478
18.454309	3.633033											18.454309	3.5478
18.454889	3.632714											18.454889	3.5478
18.455469	3.632255											18.455469	3.547805
18.456049	3.631939											18.456049	3.54781
18.456631	3.631733											18.456631	3.547815
18.457211	3.630797											18.457211	3.54782
18.45779	3.630633											18.45779	3.547825
18.458372	3.630635											18.458372	3.54783
18.458952	3.629616											18.458952	3.547835
18.459532	3.629013											18.459532	3.54784
18.460112	3.628674											18.460112	3.547844
18.460693	3.628667											18.460693	3.547849
18.461273	3.628653											18.461273	3.547849
18.461853	3.628546											18.461853	3.547849
18.462433	3.629101											18.462433	3.547849
18.463015	3.629431											18.463015	3.547849
18.463594	3.629394											18.463594	3.547849
18.464174	3.629793											18.464174	3.547849
18.464754	3.629397											18.464754	3.547849
18.465336	3.628747											18.465336	3.547849
18.465916	3.628801											18.465916	3.547849
18.466496	3.628198											18.466496	3.547849
18.467077	3.62818											18.467077	3.547849
18.467657	3.627747											18.467657	3.547849
18.468237	3.627971											18.468237	3.547849
18.468817	3.628046											18.468817	3.547849
18.469398	3.628133											18.469398	3.547849
18.469978	3.627272											18.469978	3.547849
18.470558	3.626715											18.470558	3.547849
18.471138	3.626415											18.471138	3.547849
18.47172	3.626241											18.47172	3.547849
18.4723	3.625504											18.4723	3.547849
18.472879	3.624974											18.472879	3.547854
18.473459	3.62477											18.473459	3.547859
18.474041	3.624546											18.474041	3.547864
18.474621	3.624252											18.474621	3.547869
18.475201	3.623738											18.475201	3.547873
18.475782	3.622988											18.475782	3.547879
18.476362	3.621437											18.476362	3.547883
18.476942	3.620374											18.476942	3.547888
18.477522	3.620163											18.477522	3.547893
18.478104	3.619965											18.478104	3.547898
18.478683	3.619039											18.478683	3.547898
18.479263	3.61849											18.479263	3.547898
18.479843	3.617881											18.479843	3.547898
18.480425	3.6186											18.480425	3.547898
18.481005	3.619299											18.481005	3.547898
18.481585	3.619601											18.481585	3.547898
18.482164	3.619424											18.482164	3.547898
18.482746	3.61951											18.482746	3.547898
18.483326	3.619695											18.483326	3.547898
18.483906	3.6199											18.483906	3.547898
18.484488	3.620495											18.484488	3.547903
18.485067	3.620527											18.485067	3.547907
18.485647	3.619456											18.485647	3.547912
18.486227	3.618976											18.486227	3.547917
18.486809	3.618675											18.486809	3.547921
18.487389	3.618											18.487389	3.547926
18.487968	3.617965											18.487968	3.547931
18.488548	3.61831											18.488548	3.547935
18.48913	3.617777											18.48913	3.54794
18.48971	3.618367											18.48971	3.547945
18.49029	3.617775											18.49029	3.547945
18.49087	3.618041											18.49087	3.547945
18.491451	3.617954											18.491451	3.547945
18.492031	3.617682											18.492031	3.547945
18.492611	3.617131											18.492611	3.547945
18.493193	3.6161											18.493193	3.547945
18.493773	3.615601											18.493773	3.547945
18.494352	3.615465											18.494352	3.547945
18.494932	3.615223											18.494932	3.547945
18.495514	3.615406											18.495514	3.547945
18.496094	3.615704											18.496094	3.54795
18.496674	3.615453											18.496674	3.547954
18.497253	3.614648											18.497253	3.547959
18.497835	3.614732											18.497835	3.547963
18.498415	3.614072											18.498415	3.547968
18.498995	3.614734											18.498995	3.547973
18.499575	3.6143											18.499575	3.547977
18.500156	3.613887											18.500156	3.547982
18.500736	3.61378											18.500736	3.547987
18.501316	3.613823											18.501316	3.547991
18.501898	3.612851											18.501898	3.547991
18.502478	3.612915											18.502478	3.547991
18.503057	3.612752											18.503057	3.547991
18.503637	3.612298											18.503637	3.547991
18.504219	3.61204											18.504219	3.547991
18.504799	3.611305											18.504799	3.547991
18.505379	3.611301											18.505379	3.547991
18.505959	3.611754											18.505959	3.547991
18.50654	3.612253											18.50654	3.547991
18.50712	3.611803											18.50712	3.547991
18.5077	3.61166											18.5077	3.547991
18.50828	3.611787											18.50828	3.547991
18.508862	3.611642											18.508862	3.547991
18.509441	3.61124											18.509441	3.547991
18.510021	3.610568											18.510021	3.547991
18.510603	3.610283											18.510603	3.547991
18.511183	3.610514											18.511183	3.547991
18.511763	3.61011											18.511763	3.547991
18.512342	3.609767											18.512342	3.547991
18.512924	3.609929											18.512924	3.547991
18.513504	3.60997											18.513504	3.547996
18.514084	3.60963											18.514084	3.548
18.514664	3.609918											18.514664	3.548005
